year,country,iso,value,note,source
2020,Belgium,BEL,13.1631,,Statistics Belgium (Statbel)
2018,Belarus,BLR,1.5677,,Национальный статистический комитет Республики Беларусь
2019,Belarus,BLR,3.04758,,Национальный статистический комитет Республики Беларусь
2020,Belarus,BLR,2.72586,,Национальный статистический комитет Республики Беларусь
2014,Botswana,BWA,18.9799,,Statistics Botswana
2018,Colombia,COL,1.19179,,Departamento Administrativo Nacional de Estadística - DANE
2019,Cabo Verde,CPV,17.571,,INSTITUTO NACIONAL DE ESTATISTICA
2019,Côte d'Ivoire,CIV,0.746672,,ARTCI
2017,Denmark,DNK,17.4745,,Statistics Denmark 
2015,Egypt,EGY,0.376897,,Central Agency For Public Mobilization And Statistics (CAPMAS)
2016,Egypt,EGY,0.0822643,,Central Agency For Public Mobilization And Statistics (CAPMAS)
2017,Egypt,EGY,0.293883,,Central Agency For Public Mobilization And Statistics (CAPMAS)
2018,Egypt,EGY,0.370011,,Ministry of Communications and Information Technology
2019,Egypt,EGY,0.108713,,Ministry of Communications and Information Technology
2020,Egypt,EGY,0.108713,,Ministry of Communications and Information Technology
2015,Iran (Islamic Republic of),IRN,7.21791,,Statistical Centre of Iran
2017,Iran (Islamic Republic of),IRN,7.14629,,Statistical Centre of Iran
2017,Jamaica,JAM,3.14344,,Statistical Institute of Jamaica
2015,Kenya,KEN,23.8426,,KENYA NATIONAL BUREAU OF STATISTICS
2015,Korea (Rep. of),KOR,9.32274,,"Ministry of Science, ICT & Future Planning(MSIP)"
2016,Korea (Rep. of),KOR,11.4039,,Ministry of Science and ICT(MSIT)
2017,Korea (Rep. of),KOR,8.80364,,Ministriy of Sceience and ICT(MSIT)
2018,Korea (Rep. of),KOR,12.2815,,Ministriy of Sceience and ICT(MSIT)
2019,Korea (Rep. of),KOR,9.67086,,Ministriy of Sceience and ICT(MSIT)
2020,Korea (Rep. of),KOR,10.89,,Ministriy of Sceience and ICT(MSIT)
2016,Lesotho,LSO,3.72677,,
2016,"Macao, China",MAC,9.25267,,Statistics and Census Service
2017,"Macao, China",MAC,8.56593,,Statistics and Census Service
2018,"Macao, China",MAC,9.60784,,Statistics and Census Service
2015,Mexico,MEX,16.5212,,Instituto Nacional de Estadística y Geografía (INEGI)
2016,Mexico,MEX,17.1526,,Instituto Nacional de Estadística y Geografía (INEGI)
2017,Mexico,MEX,24.3738,,Instituto Nacional de Estadística y Geografía (INEGI)
2018,Mexico,MEX,24.9367,,Instituto Nacional de Estadística y Geografía (INEGI)
2019,Mexico,MEX,24.7064,,Instituto Nacional de Estadística y Geografía (INEGI)
2020,Mexico,MEX,32.4241,,Instituto Nacional de Estadística y Geografía (INEGI)
2016,Morocco,MAR,0.800004,,Agence Nationale de Réglementation des Télécommunications (ANRT)
2017,Morocco,MAR,0,,Agence Nationale de Réglementation des Télécommunications (ANRT)
2016,Oman,OMN,37.9788,,Information Technology Authority (ITA) 
2020,Oman,OMN,126.542,,"Ministry of Transport, Communications and Information Technology "
2018,Qatar,QAT,6.87787,,Ministry Of Transport and Communications
2015,Russian Federation,RUS,8.29732,,Federal State Statistics Service (Rosstat)
2016,Russian Federation,RUS,8.01664,,Federal State Statistics Service (Rosstat)
2017,Russian Federation,RUS,8.18142,,Federal State Statistics Service (ROSSTAT)
2018,Russian Federation,RUS,6.82235,,Federal State Statistics Service (Rosstat) 
2019,Russian Federation,RUS,6.112,,Federal State Statistics Service (Rosstat) 
2020,Russian Federation,RUS,6.74675,,Federal State Statistics Service
2017,Singapore,SGP,25.9961,,Infocomm Media Development Authority
2017,Thailand,THA,1.94899,,National Statistical Office of Thailand
2018,United Arab Emirates,ARE,4.1,,Telecommunication Regulatory Authority
2019,United Arab Emirates,ARE,7.3013,,Telecommunication Regulatory Authority
2020,Ukraine,UKR,0.375937,,State Statistics Service of Ukraine
2018,Uzbekistan,UZB,1.34525,,The State Committee of the Republic of Uzbekistan on Statistics
2020,Uzbekistan,UZB,3.11419,,The State Committee of the Republic of Uzbekistan on Statistics
2020,Serbia,SRB,2.80048,,Statistical office of the Republic of Serbia
2020,Zimbabwe,ZWE,10.2181,,Zimbabwe National Statistics Agency (ZIMSTAT)
2019,Georgia,GEO,3.4677,,National Statistics Office of Georgia - Geostat
2020,Georgia,GEO,4.44474,,National Statistics Office of Georgia - Geostat
2017,Kazakhstan,KAZ,1.51532,,Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics
2018,Kazakhstan,KAZ,5.5782,,Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics
2019,Kazakhstan,KAZ,6.19839,,Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics
2020,Kazakhstan,KAZ,4.88253,,Agency for Strategic planning and reforms of the Republic of Kazakhstan Bureau of National statistics
2017,North Macedonia,MKD,9.15106,,State Statistical Office
