year,country,iso,value,note,source
2008,Saudi Arabia,SAU,Government budget,,
2010,Saudi Arabia,SAU,Government budget,,
2012,Saudi Arabia,SAU,Other,,
2013,Saudi Arabia,SAU,Other,,
2014,Saudi Arabia,SAU,Other,,
2015,Saudi Arabia,SAU,Other,,
2016,Saudi Arabia,SAU,Other,,
2017,Saudi Arabia,SAU,Other,,
2018,Saudi Arabia,SAU,Other,,
2019,Saudi Arabia,SAU,Other,,
2020,Saudi Arabia,SAU,Other,,
2012,Australia,AUS,Government budget,,
2013,Australia,AUS,Government budget,,
2014,Australia,AUS,Government budget,,
2015,Australia,AUS,Government budget,,
2017,Australia,AUS,Government budget,,
2018,Australia,AUS,Government budget,,
2019,Australia,AUS,Government budget,,
2020,Australia,AUS,Government budget,,
2008,Brazil,BRA,Government budget,,
2009,Brazil,BRA,Government budget,,
2010,Brazil,BRA,Government budget,,
2012,Brazil,BRA,Proceeds from spectrum auctions,,
2013,Brazil,BRA,Proceeds from spectrum auctions,,
2014,Brazil,BRA,Other,,
2015,Brazil,BRA,Other,,
2016,Brazil,BRA,Other,,
2017,Brazil,BRA,Other,,
2018,Brazil,BRA,Other,,
2019,Brazil,BRA,Other,,
2020,Brazil,BRA,Other,,
2002,Burkina Faso,BFA,Funding from international agencies,,
2004,Burkina Faso,BFA,Funding from international agencies,,
2010,Burkina Faso,BFA,Funding from international agencies,,
2012,Burkina Faso,BFA,Funding from international agencies,,
2017,Burkina Faso,BFA,Funding from international agencies,,
2018,Burkina Faso,BFA,Funding from international agencies,,
2019,Burkina Faso,BFA,Funding from international agencies,,
2010,Bulgaria,BGR,Other,,
2004,Chile,CHL,Government budget,,
2005,Chile,CHL,Government budget,,
2013,Chile,CHL,Government budget,,
2014,Chile,CHL,Government budget,,
2018,Chile,CHL,Government budget,,
2019,Chile,CHL,Government budget,,
2002,Colombia,COL,Proceeds from telecommunication licence/concession payments,,
2003,Colombia,COL,Proceeds from telecommunication licence/concession payments,,
2004,Colombia,COL,Government budget,,
2005,Colombia,COL,Other,,
2008,Colombia,COL,Proceeds from telecommunication licence/concession payments,,
2010,Colombia,COL,Proceeds from spectrum auctions,,
2013,Colombia,COL,Proceeds from spectrum auctions,,
2014,Colombia,COL,Proceeds from spectrum auctions,,
2018,Colombia,COL,Other,,
2019,Colombia,COL,Other,,
2020,Colombia,COL,Other,,
2002,Cameroon,CMR,Government budget,,
2015,Cameroon,CMR,Other,,
2020,Cameroon,CMR,Funding from international agencies,,
2002,Côte d'Ivoire,CIV,Government budget,,
2003,Côte d'Ivoire,CIV,Other,,
2009,Côte d'Ivoire,CIV,Funding from international agencies,,
2010,Côte d'Ivoire,CIV,Funding from international agencies,,
2011,Côte d'Ivoire,CIV,Other,,
2010,Costa Rica,CRI,Other,,
2011,Costa Rica,CRI,Other,,
2012,Costa Rica,CRI,Proceeds from spectrum auctions,,
2014,Costa Rica,CRI,Levies on subscribers,,
2015,Costa Rica,CRI,Levies on subscribers,,
2016,Costa Rica,CRI,Levies on subscribers,,
2017,Costa Rica,CRI,Levies on subscribers,,
2018,Costa Rica,CRI,Levies on subscribers,,
2019,Costa Rica,CRI,Other,,
2020,Costa Rica,CRI,Other,,
2011,Dominica,DMA,Funding from international agencies,,
2004,Dominican Rep.,DOM,Government budget,,
2008,Dominican Rep.,DOM,Levies on subscribers,,
2014,Dominican Rep.,DOM,Proceeds from spectrum auctions,,
2015,Dominican Rep.,DOM,Proceeds from spectrum auctions,,
2016,Dominican Rep.,DOM,Proceeds from spectrum auctions,,
2017,Dominican Rep.,DOM,Proceeds from spectrum auctions,,
2018,Dominican Rep.,DOM,Proceeds from spectrum auctions,,
2019,Dominican Rep.,DOM,Proceeds from spectrum auctions,,
2020,Dominican Rep.,DOM,Proceeds from telecommunication licence/concession payments,,
2008,Egypt,EGY,Other,,
2010,Egypt,EGY,Other,,
2013,Egypt,EGY,Other,,
2014,Egypt,EGY,Other,,
2015,Egypt,EGY,Other,,
2016,Egypt,EGY,Other,,
2019,Egypt,EGY,Other,,
2020,Egypt,EGY,Other,,
2002,Ecuador,ECU,Funding from international agencies,,
2009,Ecuador,ECU,Other,,
2005,Gabon,GAB,Government budget,,
2002,Ghana,GHA,Government budget,,
2011,Ghana,GHA,Government budget,,
2012,Ghana,GHA,Government budget,,
2013,Ghana,GHA,Government budget,,
2014,Ghana,GHA,Government budget,,
2008,Guinea,GIN,Other,,
2017,"Hong Kong, China",HKG,Other,,
2018,"Hong Kong, China",HKG,Other,,
2019,"Hong Kong, China",HKG,Other,,
2020,"Hong Kong, China",HKG,Other,,
2020,Indonesia,IDN,Other,,
2005,Iran (Islamic Republic of),IRN,Government budget,,
2010,Iran (Islamic Republic of),IRN,Government budget,,
2020,Iran (Islamic Republic of),IRN,Government budget,,
2006,Jordan,JOR,Government budget,,
2007,Jordan,JOR,Government budget,,
2008,Jordan,JOR,Funding from international agencies,,
2009,Jordan,JOR,Funding from international agencies,,
2019,Kenya,KEN,Other,,
2020,Kenya,KEN,Other,,
2002,Korea (Rep. of),KOR,Levies on subscribers,,
2019,Kuwait,KWT,Government budget,,
2020,Kuwait,KWT,Government budget,,
2018,Liberia,LBR,Other,,
2019,Liberia,LBR,Other,,
2015,Lesotho,LSO,Other,,
2018,Lesotho,LSO,Other,,
2002,Madagascar,MDG,Funding from international agencies,,
2003,Madagascar,MDG,Other,,
2004,Madagascar,MDG,Funding from international agencies,,
2005,Madagascar,MDG,Funding from international agencies,,
2018,Madagascar,MDG,Funding from international agencies,,
2003,Mexico,MEX,Government budget,,
2015,Mexico,MEX,Government budget,,
2016,Mexico,MEX,Government budget,,
2017,Mexico,MEX,Government budget,,
2018,Mexico,MEX,Government budget,,
2019,Mexico,MEX,Government budget,,
2020,Mexico,MEX,Government budget,,
2002,Mali,MLI,Funding from international agencies,,
2006,Mali,MLI,Government budget,,
2020,Mali,MLI,Other,,
2003,Mongolia,MNG,Funding from international agencies,,
2005,Mongolia,MNG,Funding from international agencies,,
2008,Mongolia,MNG,Levies on subscribers,,
2002,Mauritania,MRT,Funding from international agencies,,
2004,Mauritania,MRT,Government budget,,
2006,Mauritania,MRT,Government budget,,
2009,Mauritania,MRT,Funding from international agencies,,
2010,Mauritania,MRT,Funding from international agencies,,
2002,Malawi,MWI,Funding from international agencies,,
2012,Nicaragua,NIC,Funding from international agencies,,
2013,Nicaragua,NIC,Funding from international agencies,,
2014,Nicaragua,NIC,Funding from international agencies,,
2015,Nicaragua,NIC,Funding from international agencies,,
2020,Nicaragua,NIC,Funding from international agencies,,
2019,Niger,NER,Funding from international agencies,,
2020,Niger,NER,Funding from international agencies,,
2004,New Zealand,NZL,Other,,
2005,Pakistan,PAK,Other,,
