year,country,iso,value,note,source
2014,Afghanistan,AFG,General competition law,,
2018,Afghanistan,AFG,Telecom/ICT law,,
2019,Afghanistan,AFG,Telecom/ICT law,,
2020,Afghanistan,AFG,Not defined,,
2014,South Africa,ZAF,General competition law,,
2015,South Africa,ZAF,General competition law,,
2016,South Africa,ZAF,General competition law,,
2017,South Africa,ZAF,General competition law,,
2018,South Africa,ZAF,General competition law,,
2019,South Africa,ZAF,General competition law,,
2020,South Africa,ZAF,General competition law,,
2014,Albania,ALB,General competition law,,
2015,Albania,ALB,General competition law,,
2016,Albania,ALB,General competition law,,
2017,Albania,ALB,General competition law,,
2018,Albania,ALB,General competition law,,
2019,Albania,ALB,General competition law,,
2020,Albania,ALB,General competition law,,
2015,Algeria,DZA,General competition regulations,,
2016,Algeria,DZA,General competition regulations,,
2017,Algeria,DZA,General competition law,,
2018,Algeria,DZA,General competition law,,
2019,Algeria,DZA,General competition law,,
2020,Algeria,DZA,General competition law,,
2016,Andorra,AND,Not defined,,
2018,Argentina,ARG,None of the above,,
2019,Argentina,ARG,None of the above,,
2020,Argentina,ARG,None of the above,,
2014,Armenia,ARM,General competition law,,
2015,Armenia,ARM,General competition law,,
2016,Armenia,ARM,General competition law,,
2018,Armenia,ARM,General competition law,,
2019,Armenia,ARM,General competition law,,
2020,Armenia,ARM,General competition law,,
2014,Saudi Arabia,SAU,General competition law,,
2015,Saudi Arabia,SAU,General competition law,,
2016,Saudi Arabia,SAU,General competition law,,
2017,Saudi Arabia,SAU,Telecom/ICT law,,
2018,Saudi Arabia,SAU,General competition law,,
2019,Saudi Arabia,SAU,General competition law,,
2020,Saudi Arabia,SAU,General competition law,,
2014,Australia,AUS,General competition law,,
2015,Australia,AUS,General competition law,,
2017,Australia,AUS,General competition law,,
2018,Australia,AUS,General competition law,,
2019,Australia,AUS,General competition law,,
2020,Australia,AUS,General competition law,,
2014,Austria,AUT,General competition law,,
2015,Austria,AUT,General competition law,,
2016,Austria,AUT,General competition law,,
2017,Austria,AUT,General competition law,,
2018,Austria,AUT,General competition law,,
2019,Austria,AUT,General competition law,,
2014,Azerbaijan,AZE,Not defined,,
2015,Azerbaijan,AZE,Not defined,,
2016,Azerbaijan,AZE,Not defined,,
2017,Azerbaijan,AZE,Not defined,,
2018,Azerbaijan,AZE,Not defined,,
2019,Azerbaijan,AZE,Not defined,,
2020,Azerbaijan,AZE,Not defined,,
2014,Brazil,BRA,None of the above,,
2015,Brazil,BRA,None of the above,,
2016,Brazil,BRA,None of the above,,
2017,Brazil,BRA,None of the above,,
2018,Brazil,BRA,None of the above,,
2019,Brazil,BRA,None of the above,,
2020,Brazil,BRA,None of the above,,
2014,Bahamas,BHS,Telecom/ICT law,,
2016,Bahamas,BHS,General competition law,,
