year,country,iso,value,note,source
2014,Afghanistan,AFG,Regulatory Authority,,
2018,Afghanistan,AFG,Regulatory Authority,,
2019,Afghanistan,AFG,Regulatory Authority,,
2020,Afghanistan,AFG,Regulatory Authority,,
2014,South Africa,ZAF,Regulatory Authority,,
2015,South Africa,ZAF,Regulatory Authority,,
2016,South Africa,ZAF,Regulatory Authority,,
2017,South Africa,ZAF,Regulatory Authority,,
2018,South Africa,ZAF,Regulatory Authority,,
2019,South Africa,ZAF,Regulatory Authority,,
2020,South Africa,ZAF,Regulatory Authority,,
2020,Angola,AGO,Regulatory Authority,,
2014,Albania,ALB,Regulatory Authority,,
2015,Albania,ALB,Regulatory Authority,,
2016,Albania,ALB,Regulatory Authority,,
2017,Albania,ALB,Regulatory Authority,,
2018,Albania,ALB,Regulatory Authority,,
2019,Albania,ALB,Regulatory Authority,,
2020,Albania,ALB,Regulatory Authority,,
2015,Algeria,DZA,Regulatory Authority,,
2016,Algeria,DZA,Regulatory Authority,,
2017,Algeria,DZA,Regulatory Authority,,
2018,Algeria,DZA,Regulatory Authority,,
2019,Algeria,DZA,Regulatory Authority,,
2020,Algeria,DZA,Regulatory Authority,,
2016,Andorra,AND,Sector Ministry,,
2015,Argentina,ARG,Regulatory Authority,,
2018,Argentina,ARG,Regulatory Authority,,
2019,Argentina,ARG,Regulatory Authority,,
2020,Argentina,ARG,Regulatory Authority,,
2013,Armenia,ARM,Regulatory Authority,,
2014,Armenia,ARM,Regulatory Authority,,
2015,Armenia,ARM,Regulatory Authority,,
2016,Armenia,ARM,Judiciary,,
2018,Armenia,ARM,Regulatory Authority,,
2019,Armenia,ARM,Regulatory Authority,,
2020,Armenia,ARM,Regulatory Authority,,
2013,Saudi Arabia,SAU,Regulatory Authority,,
2014,Saudi Arabia,SAU,Regulatory Authority,,
2015,Saudi Arabia,SAU,Regulatory Authority,,
2016,Saudi Arabia,SAU,Regulatory Authority,,
2017,Saudi Arabia,SAU,Regulatory Authority,,
2018,Saudi Arabia,SAU,Regulatory Authority,,
2019,Saudi Arabia,SAU,Regulatory Authority,,
2020,Saudi Arabia,SAU,Regulatory Authority,,
2013,Antigua and Barbuda,ATG,Other,,
2013,Australia,AUS,Regulatory Authority,,
2014,Australia,AUS,Regulatory Authority,,
