year,country,iso,value,note,source
2005,Afghanistan,AFG,Arbitration,,
2017,South Africa,ZAF,Other,,
2018,South Africa,ZAF,Other,,
2019,South Africa,ZAF,Other,,
2020,South Africa,ZAF,Other,,
2007,Angola,AGO,Arbitration,,
2008,Angola,AGO,Arbitration,,
2014,Albania,ALB,Mediation/conciliation,,
2015,Albania,ALB,Mediation/conciliation,,
2016,Albania,ALB,Mediation/conciliation,,
2017,Albania,ALB,Mediation/conciliation,,
2018,Albania,ALB,Mediation/conciliation,,
2019,Albania,ALB,Mediation/conciliation,,
2020,Albania,ALB,Mediation/conciliation,,
2005,Algeria,DZA,Arbitration,,
2016,Algeria,DZA,Arbitration,,
2017,Algeria,DZA,Arbitration,,
2018,Algeria,DZA,Arbitration,,
2019,Algeria,DZA,Arbitration,,
2020,Algeria,DZA,Arbitration,,
2005,Saudi Arabia,SAU,Mediation/conciliation,,
2006,Saudi Arabia,SAU,Mediation/conciliation,,
2006,Australia,AUS,Arbitration,,
2007,Australia,AUS,Arbitration,,
2008,Australia,AUS,Arbitration,,
2009,Australia,AUS,Arbitration,,
2010,Australia,AUS,Arbitration,,
2012,Australia,AUS,Arbitration,,
2013,Australia,AUS,Arbitration,,
2014,Australia,AUS,Arbitration,,
2015,Australia,AUS,Arbitration,,
2017,Australia,AUS,Arbitration,,
2018,Australia,AUS,Arbitration,,
2019,Australia,AUS,Other,,
2020,Australia,AUS,Arbitration,,
2006,Austria,AUT,Arbitration,,
2007,Austria,AUT,Mediation/conciliation,,
2008,Austria,AUT,Mediation/conciliation,,
2009,Austria,AUT,Mediation/conciliation,,
2010,Austria,AUT,Mediation/conciliation,,
2012,Austria,AUT,Mediation/conciliation,,
2013,Austria,AUT,Mediation/conciliation,,
2014,Austria,AUT,Mediation/conciliation,,
2015,Austria,AUT,Mediation/conciliation,,
2016,Austria,AUT,Mediation/conciliation,,
2017,Austria,AUT,Mediation/conciliation,,
2018,Austria,AUT,Mediation/conciliation,,
2019,Austria,AUT,Mediation/conciliation,,
2014,Azerbaijan,AZE,Mediation/conciliation,,
2015,Azerbaijan,AZE,Mediation/conciliation,,
2016,Azerbaijan,AZE,Mediation/conciliation,,
2017,Azerbaijan,AZE,Mediation/conciliation,,
2018,Azerbaijan,AZE,Mediation/conciliation,,
2019,Azerbaijan,AZE,Mediation/conciliation,,
2020,Azerbaijan,AZE,Mediation/conciliation,,
2008,Brazil,BRA,Arbitration,,
2009,Brazil,BRA,Arbitration,,
2010,Brazil,BRA,Arbitration,,
2012,Brazil,BRA,Arbitration,,
2013,Brazil,BRA,Arbitration,,
2014,Brazil,BRA,Arbitration,,
2015,Brazil,BRA,Arbitration,,
2016,Brazil,BRA,Arbitration,,
2017,Brazil,BRA,Arbitration,,
2018,Brazil,BRA,Arbitration,,
2019,Brazil,BRA,Arbitration,,
2020,Brazil,BRA,Arbitration,,
2014,Bahamas,BHS,Arbitration,,
2016,Bahamas,BHS,Arbitration,,
2017,Bahamas,BHS,Arbitration,,
2018,Bahamas,BHS,Arbitration,,
2019,Bahamas,BHS,Arbitration,,
2011,Burundi,BDI,Arbitration,,
2007,Belgium,BEL,Mediation/conciliation,,
2008,Belgium,BEL,Mediation/conciliation,,
2009,Belgium,BEL,Mediation/conciliation,,
2010,Belgium,BEL,Mediation/conciliation,,
2012,Belgium,BEL,Mediation/conciliation,,
2014,Belgium,BEL,Arbitration,,
2015,Belgium,BEL,Arbitration,,
2016,Belgium,BEL,Arbitration,,
2017,Belgium,BEL,Arbitration,,
2018,Belgium,BEL,Arbitration,,
2019,Belgium,BEL,Arbitration,,
2020,Belgium,BEL,Arbitration,,
2010,Benin,BEN,Arbitration,,
2011,Benin,BEN,Arbitration,,
2014,Benin,BEN,Arbitration,,
2015,Benin,BEN,Arbitration,,
2019,Benin,BEN,Mediation/conciliation,,
2020,Benin,BEN,Mediation/conciliation,,
2008,Burkina Faso,BFA,Arbitration,,
2010,Burkina Faso,BFA,Arbitration,,
2014,Burkina Faso,BFA,Arbitration,,
2015,Burkina Faso,BFA,Arbitration,,
2017,Burkina Faso,BFA,Expert determination,,
2018,Burkina Faso,BFA,Expert determination,,
2019,Burkina Faso,BFA,Arbitration,,
2005,Bangladesh,BGD,Arbitration,,
2012,Bangladesh,BGD,Arbitration,,
2013,Bangladesh,BGD,Arbitration,,
2015,Bangladesh,BGD,Arbitration,,
2005,Bahrain,BHR,Arbitration,,
2007,Bahrain,BHR,Arbitration,,
2008,Bahrain,BHR,Arbitration,,
2009,Bahrain,BHR,Arbitration,,
2010,Bahrain,BHR,Arbitration,,
2014,Bahrain,BHR,Mediation/conciliation,,
2015,Bahrain,BHR,Mediation/conciliation,,
2018,Belarus,BLR,Mediation/conciliation,,
2019,Belarus,BLR,Mediation/conciliation,,
2020,Belarus,BLR,Mediation/conciliation,,
2008,Belize,BLZ,Expert determination,,
2005,Botswana,BWA,Arbitration,,
2006,Botswana,BWA,Arbitration,,
2007,Botswana,BWA,Arbitration,,
2009,Botswana,BWA,Arbitration,,
2010,Botswana,BWA,Arbitration,,
2019,Botswana,BWA,Mediation/conciliation,,
2020,Botswana,BWA,Mediation/conciliation,,
2005,Barbados,BRB,Mediation/conciliation,,
2006,Barbados,BRB,Mediation/conciliation,,
2013,Barbados,BRB,Arbitration,,
2014,Barbados,BRB,Arbitration,,
2007,Bhutan,BTN,Arbitration,,
2016,Bhutan,BTN,Arbitration,,
2006,Bulgaria,BGR,Expert determination,,
2007,Bulgaria,BGR,Expert determination,,
2008,Bulgaria,BGR,Mediation/conciliation,,
2009,Bulgaria,BGR,Expert determination,,
2010,Bulgaria,BGR,Mediation/conciliation,,
2013,Bulgaria,BGR,Arbitration,,
2014,Bulgaria,BGR,Arbitration,,
2015,Bulgaria,BGR,Arbitration,,
2016,Bulgaria,BGR,Arbitration,,
2017,Bulgaria,BGR,Arbitration,,
